global.beta,global.q10_rh,global.f_litterd,permafrost.beta,permafrost.q10_rh,permafrost.f_litterd,frac_veg,frac_soil,frac_detritus,warmingfactor,global.f_nppv,global.f_nppd,permafrost.f_nppv,permafrost.f_nppd
0.513047695858404,3.3674766309559345,0.9989858305562976,0.753503161482513,8.923601538408548,0.9999767920460445,0.0011473008159234193,0.3225319971358116,0.5060037614360553,2.497284519304769,0.005806897271122794,0.9941931027288772,0.3036640103230656,0.687066765185758
0.22948194853961468,0.8174299844540656,0.999999523773596,0.9183643185533583,4.913169136270881,0.9999999983847676,0.5705703369326793,0.21642849398296807,0.37980063942613684,2.801819819542315,0.07482132829537744,0.09288078118652142,0.008962418555530718,0.9782677996180951
0.3015054303687066,5.729634296149015,0.9863065415691504,0.7769601000472903,6.85747197130695,0.9999998609439213,0.3566804502991138,0.12608285005050401,0.638486590612272,2.5123778935686194,0.9843640790725038,0.015635920927496137,0.06673874102025777,0.9330037809316367
0.29580825800076127,8.699287057388574,0.9999142938125085,0.24013967672362924,8.255485587287694,0.999999999999288,0.28944767016612577,0.410111007050267,0.027521989963364114,2.675004372945175,0.40434448449254823,0.5955053920759649,0.03131727716310577,0.9686827098582804
0.5466466546058655,2.4379480560310185,0.9999997546522071,0.6424103209283203,8.031631167978048,0.999999858423978,0.3348295854068543,0.07170005045264798,0.9255518087173601,2.776456893726773,0.5067018047073286,0.1826062867076503,0.18019832541030226,0.09473269560894268
0.5032496708445251,0.6158716534264386,0.9999999934963775,0.17414700775407255,6.003967835567892,0.9999999999978267,0.025642999509850314,0.31836627939537077,0.703697772310617,1.7860764871949923,0.0031162236084305147,0.9968837763273422,0.009069080392907939,0.6591281012135689
0.31050392845645547,1.8606411619111896,0.9999999999999992,0.5951605269219726,1.7959509673528373,0.9999999999933655,0.6974913816560163,0.8787953324524537,0.7385710825221112,2.2479747117803015,0.23444426252684455,0.7655557374731553,0.2761557810034515,0.712545299085331
0.5503835873678327,9.06025184551254,0.9999895142108741,0.4333889193367213,7.721043941564858,0.9999991247824233,0.11406108313659591,0.37986961118049667,0.764685977120887,2.1095537453203623,0.11593966325751183,0.8840603367424881,4.2770672872258567e-4,0.9995722932712774
0.03180767619051039,3.2348038256168365,0.9999999999999919,0.9636723895091563,5.597540531307459,0.9998748508950863,0.42561652607468275,0.3523278169478041,0.23687577268279855,3.3761587002973394,0.03902482479694821,0.952934628450709,0.3531391553173246,0.6468608446809118
0.04314219322986901,5.390217513777316,0.9999893440459129,0.8189484684262425,0.22600923432037234,0.9925071298703886,0.48723695382079096,0.0581667665571662,0.09813588713006782,2.0215609025734995,0.8123038860789966,0.18769599993544106,0.0011228516426700272,0.9988771483573298
