beta,q10_rh,f_litterd,f_nppv,f_nppd
0.7646538219414651,6.105045462027192,0.9095160708471153,0.07937591759485435,0.9176062623278747
0.44967931788414717,9.50622919946909,0.9999999999773389,0.004093573561716345,0.9949096840430871
0.5439404968637973,0.5328784696757793,0.8832916626593916,0.00527682090376722,0.9947231784085862
0.7552830798085779,7.922841229010373,0.9997423199054192,0.8197839559900052,0.18021604400970798
0.14412496099248528,3.347063949331641,0.999961588090263,0.3487688148875167,0.6512311851116588
0.01095240586437285,7.608798195142299,0.9999702842625962,0.48884183494092426,0.511125602982515
0.5630024753045291,2.472890520002693,0.9999989372745437,0.9872212794835755,0.012778720516424428
0.31056999904103577,6.439247627276927,0.9999999999998753,0.5115735226193362,0.48841409683589676
0.461190446279943,3.2818135246634483,0.9999923393559973,0.036272881205139454,0.24042154453215395
0.2623179918155074,9.87555860541761,0.9999997468110198,0.42729406157108896,0.5727059234271897
0.21530293370597064,6.4707503956742585,0.9950653469420463,0.9560219019815158,0.04397809801797621
0.390812483150512,9.308416722342372,0.9995288071668704,0.9330795683505482,0.06571907473968192
0.03610119828954339,2.625594916753471,0.9784560186148398,0.20057878255143322,0.421231488938581
0.18994815950281918,3.31067563733086,0.9999963793077414,0.07377932417216318,0.9195922945257088
0.1119759394787252,0.7028239662759006,0.9993038220051523,0.2237895365040044,0.7412792864001793
0.2401636834256351,6.785188319627196,0.9999999980073884,0.9916294407335513,0.008370559266443638
0.893898535752669,1.7326568718999624,0.9999999999996718,0.03125603287564415,0.6541553597137331
0.527355840895325,1.7737175221554935,0.9759389405599612,0.04358384158480208,0.9564161582502017
0.8788810544647276,2.6711114356294274,0.9989773924241508,0.9679331289849318,0.032066871014983886
0.6865907157771289,3.3271958492696285,0.9999999999914989,0.13214223683937348,0.8591591307094238
0.394797392655164,1.3020540098659694,0.9999999999999938,0.023397743716335434,0.9766009073399156
0.03224383620545268,4.867614209651947,0.9999900738671377,0.9958352431693914,0.0041647568196688045
0.16741594090126455,7.273891498334706,0.9999999939314667,0.5864824378249227,0.4135008357890028
0.07703299913555384,1.420712093822658,0.9983419213285087,0.19458161879200078,0.8054182691772739
0.7900324147194624,6.009359546005726,0.9999999999999992,0.09232964455155662,0.7776153364226827
0.0047474505845457315,8.907596440985799,0.9950864434628627,0.34687696181895145,0.6531230381782843
0.7112133514601737,7.9467966803349555,0.9999999999976312,0.37174193081219237,0.4213760006294248
0.4042634814977646,8.881740930955857,0.9999254672790849,0.006494443048404878,0.9014669505687318
0.07633723434992135,3.235207055695355,0.9999999999999999,0.04064604107496571,0.9593539550072404
0.6009663036093116,8.396159573458135,0.9999999196000737,0.7974294780307168,0.20110330306279947
0.032244380097836256,1.040691970847547,0.9999999061901009,0.03925830599889947,0.9607416939839781
0.2267065206542611,0.2528581744991243,0.9995881099973793,0.1284111338266582,0.8715888661733339
0.659090765286237,4.544429543893784,0.8929820916984704,5.055961052707652e-4,0.9994944038840281
0.5137358349747956,2.2436918248422444,0.9999197907750301,4.259434060227727e-4,0.9995740565868372
0.9537086645141244,0.48769201850518584,0.9995420659879221,0.7589743507809442,0.24102564921855657
0.9843789383303374,4.174948127474636,0.9999999998662994,0.5761582816921654,0.37958360442432887
0.21752825286239386,7.473544827662408,0.9998455126759217,0.21621385153237666,0.7837860750344182
0.6188113251700997,3.932930426672101,0.999999978709072,0.5098977452224691,0.2535628883499226
0.7715083945076913,9.815040864050388,0.9999999999950901,0.5022881336920206,0.49362325306872534
0.9580828021280468,0.2044126484543085,0.9999999999889313,0.013685326739472644,0.9863144348555092
0.4824000089429319,9.197458762209862,0.8669050260389606,2.0819905234124625e-9,0.9999999979180093
0.1052673258818686,5.442616285290569,0.9999999999999942,0.008654627024340517,0.9913453729756594
0.1718469224870205,5.267464825883508,1,0.29630929062176875,0.5496047788629667
0.9105813868809491,1.4698728919029236,0.9992918215653751,0.6632033188301778,0.3367966786127204
0.5400265194475651,8.11107306741178,0.9999998649259099,0.6673692036558442,0.3326307963265258
0.7523047311697155,4.6356785274110734,0.9999711302567088,3.188014610713509e-8,0.9999999681198539
0.5497920322231948,9.205787987448275,0.9999999838726144,0.13485318382112704,0.2267090626407022
0.9883187140803784,1.366752095054835,0.9401668794974855,0.9962477462874475,0.0037522537125424145
0.09731630166061223,5.967104649171233,0.9996975991719932,0.7244733986613894,0.013509684126595452
0.8137168693356216,2.509471441153437,0.9999822470900596,0.3015015164642006,0.6969647951930502
0.7739340073894709,3.028451513964683,0.8976627140800862,5.83347556156839e-4,0.9983795889590737
0.5477963965386152,5.804481427185237,0.9999975349295482,0.04664001946559484,0.9533599779444402
0.31723415036685765,2.754841896239668,0.9992315828472721,2.7786094912165307e-4,0.9997221220859841
0.00723220594227314,0.09078937349840999,0.9999999997472216,0.9465435146583694,0.053456485341630514
0.47844573808833957,1.15851195063442,0.999977782153402,0.7339775054174899,0.26602249224072205
0.9934912994503975,7.172989905811846,0.9999999999980425,0.0066936763937479864,0.9933063236062513
0.5638674863148481,9.389712621923536,0.9999999937211925,0.03974902971657844,0.9602509702834215
0.25650729169137776,1.245412747375667,0.9853388886349835,0.3360675224801739,0.6639324441502332
0.6423349541146308,7.889908612705767,0.9557744180943314,0.49618710596101473,0.5038128940389853
0.8345961370505393,9.106228935997933,0.9699353939228516,0.12274444830320072,0.36665336539419335
0.7483556349761784,4.890363817103207,0.9978718570205983,0.0022660788806914836,0.997733919164607
0.40881393710151315,9.604405513964593,0.9999408154963153,0.17488050528931606,0.82315683694036
0.10817480646073818,7.034239855129272,0.9999128315766472,0.020288322218277564,0.9797116711487008
0.6503051067702472,7.6017118617892265,0.860585695014864,0.1698110723891311,0.8301889276108688
0.014163136249408126,4.474414957221597,0.9999999963064194,0.002292968440734172,0.9977070315592658
0.9397548004053533,7.046701116487384,0.9999999135418406,0.7912790382748807,0.20872096172511798
0.21795781631954014,8.332896097563207,0.9999999999999184,0.7992139985786213,0.2007860013091034
0.5381763225886971,8.948464104905725,0.9986045136879833,0.030008423850732477,0.677935536429005
0.9457964319735765,7.498139766976237,0.9999994536369117,0.09102048397607748,0.9089795160239226
0.3329637630376965,7.006664739456028,0.9999861782127247,3.6194116597833886e-5,0.9879056677411694
0.32671217853203416,8.260950278490782,0.9999999999996195,0.01459301043054619,0.9854069895480546
0.5317114642821252,5.431551046203822,0.9994918511754709,0.26849144050982654,0.6385712324738584
0.8584606840740889,2.5278296414762735,0.998926404252989,0.4771394849148016,0.5228605150612202
0.3244829848408699,9.195504018571228,0.9555515806062135,0.8280267002107672,0.006144289186142374
0.39452829607762396,8.251158916391432,0.994173467568692,0.4918123505056815,0.5081851483038436
0.9575035718735307,4.898753364104778,0.8428484169951623,0.2757539838703502,0.7108573664847707
0.7737410282716155,8.5457234387286,1,0.3544642072693314,0.6430297749822692
0.0178108683321625,7.172936541028321,0.7897318598641064,3.358300146489771e-4,0.9996641697986518
0.7066440684720874,6.713837545830756,0.9999999996244479,0.007154329464837759,0.9928456705351624
0.04033493855968118,5.642811530269682,0.9999999999999999,0.9877803297097523,0.012219670290179861
